ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
13870,,,,,,#Environmental,#Terrestrial,#Coast
13870,,,,,,#Environmental,#Aquatic,#Marine
13871,"Rhodobium orientis","DSM 11349, JCM 9338","coastal seawater",Japan,Asia,#Environmental,#Terrestrial,#Coast
13871,,,,,,#Environmental,#Aquatic,#Marine
13871,,,,,,#Environmental,#Terrestrial,#Coast
13871,,,,,,#Environmental,#Aquatic,#Marine
1798,"Rhodoblastus acidophilus","DSM 137, ATCC 25092, Pfennig 7050, CIP 103962, LMG 4304, NCIMB 11761","Environment, Lake###crystal lake","United States of America###USA","North America",#Environmental,#Aquatic,"#Lake (large)"
1798,,,,,,#Environmental,#Aquatic,"#Lake (large)"
1799,"Rhodoblastus acidophilus","DSM 142, Pfennig 2751","forest pond",,,#Environmental,#Terrestrial,#Forest
1799,,,,,,#Environmental,#Aquatic,"#Pond (small)"
1800,"Rhodoblastus acidophilus","DSM 145, Pfennig 10050","cranberry bog",USA,"North America","#Host Body-Site",#Plant,"#Fruit (Seed)"
1800,,,,,,#Host,#Plants,"#Shrub (Scrub)"
1801,"Rhodoblastus sphagnicola","DSM 16996, VKM B-2361","from an acidic Sphagnum peat bog (pH 3.5-4.2)###acidic <i>Sphagnum</i> peat sampled from Sosvyatskoe bog (56° 10' N 32° 12' E)",Russia,Europe,#Condition,#Acidic,
1801,,,,,,#Host,#Plants,"#Peat moss"
1801,,,,,,#Condition,#Acidic,
1801,,,,,,#Host,#Plants,"#Peat moss"
13957,"Rhodocista centenaria","DSM 9894, ATCC 43720, JCM 21060, IAM 14193, IFO 16667, NBRC 16667","Hot spring water###thermophilic hot spring",USA,"North America",#Condition,"#Thermophilic (>45°C)",
13957,,,,,,#Environmental,#Aquatic,"#Thermal spring"
13957,,,,,,#Condition,"#Thermophilic (>45°C)",
13957,,,,,,#Environmental,#Aquatic,"#Thermal spring"
14012,"Rhodocista centenaria","DSM 8284, ATCC 43720, JCM 21060","hot spring mud",USA,"North America",#Condition,"#Thermophilic (>45°C)",
14012,,,,,,#Environmental,#Aquatic,"#Thermal spring"
14012,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
137571,"Rhodocista pekingensis","CIP 108102, JCM 11669, AS 1.2194, CGMCC 1.2194","Environment, Activated sludge###Municipal wastewater treatment plant in Beijing",China,Asia,,,
137571,,,,,,,,
137571,,,,,,,,
147075,"Rhodocista sp.","CCUG 32800","Silica acid solution",Sweden,Europe,#Condition,#Acidic,
11035,"Rhodococcus aetherivorans","DSM 44752, NCIMB 13964, JCM 14343, CIP 108427","Environment, Activated sludge###Petrochemical biotreater sludge in Deer Park###activated sludge","United States of America###USA","North America",#Engineered,#Waste,"#Activated sludge"
11035,,,,,,#Engineered,#Waste,"#Activated sludge"
11035,,,,,,#Engineered,#Waste,"#Activated sludge"
11036,"Rhodococcus aetherivorans","DSM 44754, NCIMB 13965, BC Bc663, BC 663","activated sludge",USA,"North America",#Engineered,#Waste,"#Activated sludge"
132252,"Rhodococcus agglutinans","DSM 102213, CCTCC AB 2014297, KCTC 39118, CFH S0262",soil,China###Vietnam,Asia,#Environmental,#Terrestrial,#Soil
132252,,,,,,#Environmental,#Terrestrial,#Soil
131496,"Rhodococcus antrifimi","DSM 46727, KCTC 29469","From bat dung inside a cave###bat dung inside a cave","Republic of Korea",Asia,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
131496,,,,,,#Host,#Mammals,
131496,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
131496,,,,,,#Host,#Mammals,
11048,"Rhodococcus artemisiae","DSM 45380, CCTCC AA 209042, YIM 65754","surface-sterilized stem of <i> Artemisia annua</i> L.",China,Asia,"#Host Body-Site",#Plant,"#Sterilized plant part"
11048,,,,,,"#Host Body-Site",#Plant,"#Stem (Branch)"
11048,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11030,"Rhodococcus erythropolis","DSM 44587, JCM 11411, GTC 1041, BCRC 16819, CCM 8450, CIP 108436, IAM 15238, NBRC 100611, NCIMB 14262","Environment, Air in the Russian station Mir###Air in the Russian space station Mir###air in Russian space station MIR",,,#Environmental,#Air,"#Indoor Air"
11030,,,,,,#Environmental,#Air,"#Indoor Air"
11030,,,,,,#Environmental,#Air,"#Indoor Air"
162300,"Rhodococcus erythropolis","JCM 18801, KCTC 19793, NBRC 107577","Soil in an experimental field of the Yayoi Campus of the Univ. of Tokyo",Japan,Asia,,,
132205,"Rhodococcus pyridinivorans","DSM 102211, CGMCC 1.12975, KCTC 29673, MCCC 1K00286","polychlorinated biphenyl (PCB)-contaminated sediment",China,Asia,#Environmental,#Aquatic,#Sediment
132205,,,,,,#Engineered,#Contamination,
133767,"Rhodococcus canchipurensis","KCTC 19851, JCM 17578, DSM 46692, MBRL 353","Limestone quarry at Hundung###limestone quarry",India,Asia,#Engineered,#Other,#Mine
133767,,,,,,#Environmental,#Terrestrial,#Geologic
133767,,,,,,#Engineered,#Other,#Mine
133767,,,,,,#Environmental,#Terrestrial,#Geologic
133767,,,,,,#Engineered,#Other,#Mine
133767,,,,,,#Environmental,#Terrestrial,#Geologic
160072,"Antrihabitans cavernicola","DSM 109484, KACC 19964","soil inside a cave","Republic of Korea",Asia,,,
23161,"Rhodococcus cerastii","DSM 45579, CCM 7906, LMG 26203, CCUG 60725","Leaf,Cerastium holosteoides###leaf surface of <i>Cerastium holosteoides</i>",Germany,Europe,"#Host Body-Site",#Plant,"#Leaf (Phyllosphere)"
23161,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
23161,,,,,,"#Host Body-Site",#Plant,"#Leaf (Phyllosphere)"
23161,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11049,"Rhodococcus cercidiphylli","DSM 45141, CCTCC AB 207160, YIM 65003","surface sterilized leaf sample of <i>Cercidiphyllum japonicum</i>",China,Asia,"#Host Body-Site",#Plant,"#Sterilized plant part"
11049,,,,,,"#Host Body-Site",#Plant,"#Leaf (Phyllosphere)"
11049,,,,,,#Host,#Plants,#Tree
10835,"Rhodococcus coprophilus","DSM 43339, CIP 104628, CUB 628, CCUG 23605","Environment, Lake mud###lake mud",,,#Environmental,#Aquatic,#Sediment
10835,,,,,,#Environmental,#Aquatic,"#Lake (large)"
10835,,,,,,#Environmental,#Aquatic,#Sediment
10835,,,,,,#Environmental,#Aquatic,"#Lake (large)"
10836,"Rhodococcus coprophilus","DSM 43347, ATCC 29080, CUB 687, IMET 7375, JCM 3200, NCIB 11211, NCTC 10994, BCRC 13383, CBS 313.75, CCM 2723, CCUG 23572, CECT 5751, CGMCC 4.1813, CIP 104178, IFM 0143, IFM 0164, KCTC 9804, LMG 5357, NBRC 100603, NCIMB 11211, NRRL B-16537, PCM 2174, VKM Ac-571","Environment, Lake mud###lake mud","United Kingdom",Europe,#Environmental,#Aquatic,#Sediment
10836,,,,,,#Environmental,#Aquatic,"#Lake (large)"
10836,,,,,,#Environmental,#Aquatic,#Sediment
10836,,,,,,#Environmental,#Aquatic,"#Lake (large)"
10836,,,,,,#Environmental,#Aquatic,#Sediment
10836,,,,,,#Environmental,#Aquatic,"#Lake (large)"
10837,"Rhodococcus coprophilus","DSM 43447","PVC pipeline of a water works",Germany,Europe,#Engineered,#Industrial,"#Engineered product"
10838,"Rhodococcus coprophilus","DSM 43591","scumming activated sludge, wastewater treatment plant",,,#Engineered,#Waste,"#Water treatment plant"
10838,,,,,,#Engineered,#Waste,"#Activated sludge"
10839,"Rhodococcus coprophilus","DSM 44751","contaminant (dark red colony) of DSM 43951",Germany,Europe,#Host,#Microbial,#Bacteria
10839,,,,,,#Engineered,#Laboratory,#Contaminant
10840,"Rhodococcus coprophilus","DSM 46034, CIP 104657, CUB 415, IMET 7414, IMET 46034","air above grass pasture",,,#Environmental,#Terrestrial,#Grassland
10840,,,,,,#Environmental,#Air,"#Outdoor Air"
10840,,,,,,#Environmental,#Terrestrial,#Grassland
10840,,,,,,#Environmental,#Air,"#Outdoor Air"
159040,"Rhodococcus coprophilus","DSM 105337","wild boar",Canada,"North America",#Host,#Mammals,"#Suidae (Pig,Swine)"
159041,"Rhodococcus coprophilus","DSM 106145","feces; pig, 10 month old, genotype: APC1311/+ referring to the adenomatous-polyposis-coli (APC) protein",Germany,Europe,#Host,#Mammals,"#Suidae (Pig,Swine)"
159041,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
10832,"Rhodococcus corynebacterioides","DSM 20151, ATCC 14898, CIP 104510, NCIB 9433, NCTC 10391, NRRL B-24037, CCUG 37877, IFM 0238, IFO 14404, IMET 7767, JCM 3376, BCRC 13739, CECT 420, JCM 3391, KCTC 9613, KCTC 9820, MTCC 699, NBRC 14404, NCIMB 9433, VKM Ac-870","Environment, Air contaminant of culture medium###air contaminant of culture medium",,,#Environmental,#Air,
10832,,,,,,#Engineered,#Laboratory,"#Lab enrichment"
10832,,,,,,#Engineered,#Laboratory,#Contaminant
10832,,,,,,#Environmental,#Air,
10832,,,,,,#Engineered,#Laboratory,"#Lab enrichment"
10832,,,,,,#Engineered,#Laboratory,#Contaminant
10832,,,,,,#Environmental,#Air,
10832,,,,,,#Engineered,#Laboratory,"#Lab enrichment"
10832,,,,,,#Engineered,#Laboratory,#Contaminant
10832,,,,,,#Environmental,#Air,
10832,,,,,,#Engineered,#Laboratory,"#Lab enrichment"
10832,,,,,,#Engineered,#Laboratory,#Contaminant
135459,"Rhodococcus corynebacterioides","CIP 104291, NRRL B-24250","Human, Blood",France,Europe,,,
135459,,,,,,,,
136293,"Rhodococcus corynebacterioides","CIP 104294, NRRL B-24251","Human, Blood",France,Europe,,,
136293,,,,,,,,
153413,"Rhodococcus corynebacterioides","CCUG 49507",Industry,Sweden,Europe,#Engineered,#Industrial,
153481,"Rhodococcus corynebacterioides","CCUG 49711","Anopheles gambiae arabiensis stomach",Kenya,Africa,"#Host Body-Site","#Gastrointestinal tract",#Stomach
153481,,,,,,#Host,#Arthropoda,#Insecta
154323,"Rhodococcus corynebacterioides","CCUG 53084","Bioburden,industry",Sweden,Europe,#Host,#Microbial,
155069,"Rhodococcus corynebacterioides","CCUG 56373","Sterile test,industry",Sweden,Europe,#Engineered,#Industrial,
156273,"Rhodococcus corynebacterioides","CCUG 60987","Human tissue,70-yr-old woman,foot",Sweden,Europe,#Infection,#Patient,
156273,,,,,,"#Host Body-Site",#Limb,#Leg
156273,,,,,,#Host,#Human,#Female
160568,"Rhodococcus daqingensis","DSM 107227, CGMCC 1.13630",soil,China,Asia,,,
24244,"Rhodococcus defluvii","DSM 45893, LMG 27563, CIP 110596","Environment, Wastewater###bioreactor for wastewater treatment",Germany,Europe,#Engineered,#Waste,#Wastewater
24244,,,,,,#Engineered,#Bioreactor,
24244,,,,,,#Engineered,#Waste,#Wastewater
24244,,,,,,#Engineered,#Bioreactor,
159878,"Rhodococcus ruber","KCTC 39856, LMG 29881, MCC 3659","marine coral reef",India,Asia,#Environmental,#Aquatic,#Marine
159878,,,,,,#Environmental,#Aquatic,"#Coral reef"
159878,,,,,,#Host,"#Invertebrates (Other)","#Cnidaria (Corals)"
134837,"Rhodococcus equi","CIP 74.35","Animal, Foal, lung abscess",France,Europe,,,
134837,,,,,,,,
135024,"Rhodococcus equi","CIP 102900","Human, Sputum",France,Europe,,,
135024,,,,,,,,
135118,"Rhodococcus equi","CIP 104292","Human, Blood",France,Europe,,,
135118,,,,,,,,
136089,"Rhodococcus equi","CIP 102409","Human, Lung",France,Europe,,,
136089,,,,,,,,
136114,"Rhodococcus equi","CIP 102613","Human, Broncho-alveolar lavage",France,Europe,,,
136114,,,,,,,,
137484,"Rhodococcus equi","CIP 58.70","Animal, Foal, carcass",France,Europe,,,
137484,,,,,,,,
137485,"Rhodococcus equi","CIP 58.71","Animal, Foal",France,Europe,,,
137485,,,,,,,,
137593,"Rhodococcus equi","CIP 79.36",Blood,France,Europe,,,
137593,,,,,,,,
137851,"Rhodococcus equi","CIP 101849","Human, Lung biopsy",France,Europe,,,
137851,,,,,,,,
137971,"Rhodococcus equi","CIP 102374","Human, Blood",France,Europe,,,
137971,,,,,,,,
138861,"Rhodococcus equi","CIP 58.69","Animal, Foal, lung",France,Europe,,,
138861,,,,,,,,
172710,"Rhodococcus equi","CIP 105335","Environment, Polluted soil (fuel and organic waste)",France,Europe,,,
10851,"Rhodococcus erythropolis","DSM 312, ATCC 15591, CCUG 27198",soil,,,#Environmental,#Terrestrial,#Soil
10851,,,,,,#Environmental,#Terrestrial,#Soil
10855,"Rhodococcus erythropolis","DSM 6344",soil,Switzerland,Europe,#Environmental,#Terrestrial,#Soil
10856,"Rhodococcus erythropolis","DSM 7337","soil and water samples",Netherlands,Europe,#Environmental,#Terrestrial,#Soil
10856,,,,,,#Environmental,#Aquatic,
10857,"Rhodococcus erythropolis","DSM 8424","contaminated soil",Germany,Europe,#Environmental,#Terrestrial,#Soil
10857,,,,,,#Engineered,#Contamination,
10858,"Rhodococcus erythropolis","DSM 9675",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10859,"Rhodococcus erythropolis","DSM 9685",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10860,"Rhodococcus erythropolis","DSM 11397",soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
10861,"Rhodococcus erythropolis","DSM 12788","water of river Elbe",Germany,Europe,#Environmental,#Aquatic,"#River (Creek)"
10862,"Rhodococcus erythropolis","DSM 12789","water of river Elbe",Germany,Europe,#Environmental,#Aquatic,"#River (Creek)"
10863,"Rhodococcus erythropolis","DSM 20665, ATCC 27854, JCM 11573, CCM 2769, KCTC 3483, LMG 16262",soil,,,#Environmental,#Terrestrial,#Soil
10863,,,,,,#Environmental,#Terrestrial,#Soil
10865,"Rhodococcus erythropolis","DSM 43060, ATCC 11048, CCM 2595, NCIB 8147, NCTC 8036, CCUG 12167, JCM 3132, CECT 3008, CGMCC 4.1491, IFO 13914, IMET 7462, NBRC 13914, NCIMB 8147, NRRL B-1574",soil,,,#Environmental,#Terrestrial,#Soil
10865,,,,,,#Environmental,#Terrestrial,#Soil
10866,"Rhodococcus erythropolis","DSM 43066, ATCC 25544, ATCC 4277, CBS 266.39, CCM 277, CIP 104179, DSM 763, IFO 15567, JCM 3201, NBRC 15567, NCIB 11148, NCIB 9158, NRRL B-16025, BCRC 10909, CCT 1878, CCUG 23603, CECT 3013, CGMCC 1.2362, CGMCC 4.1814, CIP 104662, DSM 743, HAMBI 1953, IAM 12122, IFM 0165, IMET 7462, IMSNU 20115, JCM 20419, KCTC 1062, LMG 5359, NBIMCC 1360, NCIMB 11148, NCIMB 9158, NCTC 13021, NRRL B-1532, PCM 2150, VKM Ac-1337, VKM Ac-858","Environment, Soil###soil",,,#Environmental,#Terrestrial,#Soil
10866,,,,,,#Environmental,#Terrestrial,#Soil
10866,,,,,,#Environmental,#Terrestrial,#Soil
10867,"Rhodococcus erythropolis","DSM 43188, ATCC 19369, CBS 613.67, CCM 2597, NCIB 8863, JCM 3191, BCRC 13743, IMET 7472, KCTC 9077, MTCC 1548, NBIMCC 1358, NCAIM B.01653, NCIMB 8863","Chalky grassland soil###chalky grassland","United Kingdom",Europe,#Environmental,#Terrestrial,#Grassland
10867,,,,,,#Environmental,#Terrestrial,#Grassland
10868,"Rhodococcus erythropolis","DSM 43200, DSM 314, NCIB 9905",soil,,,#Environmental,#Terrestrial,#Soil
10869,"Rhodococcus erythropolis","DSM 43288, ATCC 14559",sand,,,#Environmental,#Terrestrial,#Sandy
10873,"Rhodococcus erythropolis","DSM 43933","activated sludge","United Kingdom",Europe,#Engineered,#Waste,"#Activated sludge"
10877,"Rhodococcus erythropolis","DSM 44235","river Rhine sediment",Netherlands,Europe,#Environmental,#Aquatic,#Sediment
10877,,,,,,#Environmental,#Aquatic,"#River (Creek)"
10878,"Rhodococcus erythropolis","DSM 44308","soil with toluene as the sole C-source",Netherlands,Europe,#Environmental,#Terrestrial,#Soil
10879,"Rhodococcus erythropolis","DSM 44522",soil,,,#Environmental,#Terrestrial,#Soil
10880,"Rhodococcus erythropolis","DSM 44534","river sediment",Germany,Europe,#Environmental,#Aquatic,#Sediment
10880,,,,,,#Environmental,#Aquatic,"#River (Creek)"
10914,"Rhodococcus erythropolis","DSM 43590","scumming activated sludge from  sewage treatment plant",Germany,Europe,#Engineered,#Waste,"#Water treatment plant"
10914,,,,,,#Engineered,#Waste,"#Activated sludge"
130481,"Rhodococcus erythropolis","DSM 26610, NCIMB 8147","Veterinary clinical isolate, probably equine",,Europe,#Host,#Mammals,
130481,,,,,,#Infection,"#Medical environment",#Clinic
131916,"Rhodococcus erythropolis","DSM 103048","cleanroom facility, Airbus Defence and Space","United Kingdom",Europe,#Engineered,"#Built environment","#Clean room"
134648,"Rhodococcus erythropolis","CIP 107391","Environment, Soil suspension, enrichment cultures",Denmark,Europe,,,
134648,,,,,,,,
137083,"Rhodococcus erythropolis","CIP 104497, ATCC 15963, IAM 1399, IFO 12538, JCM 2892, NBRC 12538","Environment, Soil in petroleum zone###Soil in petroleum zone",Japan,Asia,,,
137083,,,,,,,,
137083,,,,,,,,
137086,"Rhodococcus erythropolis","CIP 104499, ATCC 15961, IAM 1484, JCM 2894, IFO 12682, NBRC 12682","Environment, Soil in petroleum zone###Soil in petroleum zone",Japan,Asia,,,
137086,,,,,,,,
137086,,,,,,,,
137088,"Rhodococcus erythropolis","CIP 104500, ATCC 15962, IAM 1494, JCM 2895","Environment, Soil in petroleum zone###Soil in petroleum zone",Japan,Asia,,,
137088,,,,,,,,
137088,,,,,,,,
137854,"Rhodococcus erythropolis","CIP 101879","Environment, Soil",France,Europe,,,
137854,,,,,,,,
138041,"Rhodococcus erythropolis","CIP 102573","Human, Blood",France,Europe,,,
138041,,,,,,,,
138358,"Rhodococcus erythropolis","CIP 106505, NRRL B-16531, ATCC 15960, JCM 2893, IAM 1474, CIP 104498","Environment, Soil, petroleum zone###Soil in petroleum zone",Japan,Asia,,,
138358,,,,,,,,
138358,,,,,,,,
139251,"Rhodococcus erythropolis","CIP 104647, IAM 1414, IFO 12539, JCM 20158, NBRC 12539","Soil in petroleum zone",Japan,Asia,,,
139773,"Rhodococcus erythropolis","DSM 105063","Compost soil",Germany,Europe,#Environmental,#Terrestrial,#Soil
139773,,,,,,#Engineered,#Biodegradation,#Composting
145711,"Rhodococcus erythropolis","CCUG 29360",,Sweden,Europe,,,
146519,"Rhodococcus erythropolis","CCUG 31366","Water,biofilm made of rubber",Sweden,Europe,#Environmental,#Aquatic,
146583,"Rhodococcus erythropolis","CCUG 31495",,Norway,Europe,,,
150997,"Rhodococcus erythropolis","CCUG 42976","Human wound,prosthesis operation,collum",Sweden,Europe,#Infection,#Patient,
150997,,,,,,"#Host Body-Site",#Other,#Wound
150997,,,,,,#Host,#Human,
151111,"Rhodococcus erythropolis","CCUG 43294","Human blood,79-yr-old man",Sweden,Europe,#Infection,#Patient,
151111,,,,,,"#Host Body Product",#Fluids,#Blood
151111,,,,,,#Host,#Human,#Male
151622,"Rhodococcus erythropolis","CCUG 44470","Air,industrial indoor production site",Sweden,Europe,#Environmental,#Air,
152104,"Rhodococcus erythropolis","CCUG 45793","Human tissue,shoulder",Sweden,Europe,#Infection,#Patient,
152104,,,,,,#Host,#Human,
152657,"Rhodococcus erythropolis","CCUG 47303","Sediment containing mine tailings",Sweden,Europe,#Environmental,#Terrestrial,#Sediment
152657,,,,,,#Engineered,#Other,#Mine
152710,"Rhodococcus erythropolis","CCUG 47441",Industry,Sweden,Europe,#Engineered,#Industrial,
152741,"Rhodococcus erythropolis","CCUG 47521","Industrial product/environment",Sweden,Europe,#Engineered,#Industrial,"#Engineered product"
154681,"Rhodococcus erythropolis","CCUG 54830","Buffer,industry",Sweden,Europe,#Engineered,#Industrial,"#Industrial production"
156842,"Rhodococcus erythropolis","CCUG 66020",Industry,Sweden,Europe,#Engineered,#Industrial,
157817,"Rhodococcus erythropolis","DSM 46869","soil sample from the botanical garden",Germany,Europe,#Environmental,#Terrestrial,#Soil
157817,,,,,,#Engineered,#Agriculture,#Garden
157818,"Rhodococcus erythropolis","DSM 107796","cleanroom facility","United Kingdom",Europe,#Engineered,"#Built environment","#Clean room"
160170,"Rhodococcus erythropolis","DSM 102980","soil polluted with fuel and organic wastes",France,Europe,,,
162788,"Rhodococcus erythropolis","JCM 20154, IAM 1400","Soil in petroleum zone",Japan,Asia,,,
162791,"Rhodococcus erythropolis","JCM 20161, CIP 104648, IAM 1428, IFO 12540, NBRC 12540","Soil in petroleum zone",Japan,Asia,,,
162792,"Rhodococcus erythropolis","JCM 20165, IAM 1440","Soil in petroleum zone",Japan,Asia,,,
162796,"Rhodococcus erythropolis","JCM 20170, IAM 1452","Soil in petroleum zone",Japan,Asia,,,
162803,"Rhodococcus erythropolis","JCM 20186, IAM 1503","Soil in petroleum zone",Japan,Asia,,,
8455,"Rhodococcus fascians","DSM 44418","a patient with spondylodiscitis",,,#Infection,#Patient,
8455,,,,,,#Infection,#Inflammation,
10884,"Rhodococcus fascians","DSM 43586","scumming activated sludge, wastewater treatment plant",Germany,Europe,#Engineered,#Waste,"#Water treatment plant"
10884,,,,,,#Engineered,#Waste,"#Activated sludge"
10885,"Rhodococcus fascians","DSM 43673, ATCC 35014, AUCNM A-594, JCM 6162, VKM Ac-594, IMV 385, CIP 104187, IFO 15528, LMG 5360, NBRC 15528, NCIMB 11743, NRRL B-16939","Environment, Soil###soil",Ukraine,Europe,#Environmental,#Terrestrial,#Soil
10885,,,,,,#Environmental,#Terrestrial,#Soil
10885,,,,,,#Environmental,#Terrestrial,#Soil
10886,"Rhodococcus fascians","DSM 43985, IMV 29",soil,,,#Environmental,#Terrestrial,#Soil
10889,"Rhodococcus fascians","DSM 44858","coaltar-contaminated soil",Denmark,Europe,#Environmental,#Terrestrial,#Soil
10889,,,,,,#Environmental,#Terrestrial,#Geologic
10889,,,,,,#Engineered,#Contamination,
10890,"Rhodococcus fascians","DSM 45106, BEM 660","Barley rhizosphere in pot experiment with agricultural soil",Denmark,Europe,"#Host Body-Site",#Plant,#Rhizosphere
10890,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
10890,,,,,,#Environmental,#Terrestrial,#Soil
10890,,,,,,#Engineered,#Agriculture,
134414,"Rhodococcus fascians","CIP 104669, LMG 3614, NCPPB 2211","Tulipa gesnerana","United Kingdom",Europe,,,
134414,,,,,,,,
136327,"Rhodococcus fascians","CIP 104643, LMG 3626","Gladiolus sp.",Netherlands,Europe,,,
136327,,,,,,,,
137274,"Rhodococcus fascians","CIP 104670, LMG 3618, NCPPB 2553","Antirrhinum majus","United Kingdom",Europe,,,
137274,,,,,,,,
137275,"Rhodococcus fascians","CIP 104671, LMG 3633","Lilium sp. cv. Enchantment",Netherlands,Europe,,,
137275,,,,,,,,
151837,"Rhodococcus fascians","CCUG 45011","Industry,health care product",Sweden,Europe,#Engineered,#Industrial,"#Engineered product"
152269,"Rhodococcus fascians","CCUG 46265","Contaminant of laboratory reagent",Sweden,Europe,#Engineered,#Laboratory,
152269,,,,,,#Engineered,#Contamination,
152981,"Rhodococcus fascians","CCUG 48189",Industry,Sweden,Europe,#Engineered,#Industrial,
154524,"Rhodococcus fascians","CCUG 54217","Metal product,industry",Sweden,Europe,#Engineered,#Industrial,"#Engineered product"
158298,"Rhodococcus gannanensis","DSM 104003, CGMCC 1.15992","roots of sunflower (<i>Helianthus annuus</i>) L.",China,Asia,"#Host Body-Site",#Plant,"#Root (Rhizome)"
158298,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
10992,"Rhodococcus globerulus","DSM 44306","soil with toluene as the sole C-source",Netherlands,Europe,#Environmental,#Terrestrial,#Soil
10993,"Rhodococcus globerulus","DSM 44520",soil,,,#Environmental,#Terrestrial,#Soil
10994,"Rhodococcus globerulus","DSM 44521",soil,,,#Environmental,#Terrestrial,#Soil
10995,"Rhodococcus globerulus","DSM 44519",soil,,,#Environmental,#Terrestrial,#Soil
24243,"Rhodococcus globerulus","DSM 44310","soil with toluene as the sole C-source",Netherlands,Europe,#Environmental,#Terrestrial,#Soil
8501,"Rhodococcus gordoniae","DSM 44777, CAD 14","roots of Helophytes",Germany,Europe,"#Host Body-Site",#Plant,"#Root (Rhizome)"
8501,,,,,,#Host,#Plants,"#Aquatic plant"
11032,"Rhodococcus gordoniae","DSM 44690, MTCC 1534, JCM 12759","Phenol-contaminated soil###phenol contaminated soil",India,Asia,#Environmental,#Terrestrial,#Soil
11032,,,,,,#Engineered,#Contamination,
11032,,,,,,#Environmental,#Terrestrial,#Soil
11032,,,,,,#Engineered,#Contamination,
11033,"Rhodococcus gordoniae","DSM 44689, NCTC 13296, JCM 12658, CIP 108424","Human, Lung###Blood culture of an immunocompetent patient with fatal pneumonia###human lung","United States of America###USA","North America","#Host Body-Site","#Oral cavity and airways",#Lung
11033,,,,,,#Host,#Human,
11033,,,,,,"#Host Body-Site","#Oral cavity and airways",#Lung
11033,,,,,,#Host,#Human,
11033,,,,,,"#Host Body-Site","#Oral cavity and airways",#Lung
11033,,,,,,#Host,#Human,
10849,"Rhodococcus hoagii","DSM 30791","spacecraft-associated clean room class ISO 8,  Herschel Space Observatory","French Guiana","Middle and South America",#Engineered,"#Built environment","#Clean room"
130476,"Rhodococcus hoagii","DSM 26605, NCIMB 10027","Equine clinical isolate",,Europe,#Host,#Mammals,"#Equidae (Horse)"
130476,,,,,,#Infection,"#Medical environment",#Clinic
130477,"Rhodococcus hoagii","DSM 26606","Equine clinical isolate",,Europe,#Host,#Mammals,"#Equidae (Horse)"
130477,,,,,,#Infection,"#Medical environment",#Clinic
130478,"Rhodococcus hoagii","DSM 26607","Equine clinical isolate",,Europe,#Host,#Mammals,"#Equidae (Horse)"
130478,,,,,,#Infection,"#Medical environment",#Clinic
130479,"Rhodococcus hoagii","DSM 26608","Equine clinical isolate",,Europe,#Host,#Mammals,"#Equidae (Horse)"
130479,,,,,,#Infection,"#Medical environment",#Clinic
130480,"Rhodococcus hoagii","DSM 26609","Equine clinical isolate",,Europe,#Host,#Mammals,"#Equidae (Horse)"
130480,,,,,,#Infection,"#Medical environment",#Clinic
143270,"Rhodococcus hoagii","CCUG 18145",Equine,Sweden,Europe,#Host,#Mammals,"#Equidae (Horse)"
143383,"Rhodococcus hoagii","CCUG 18812",Human,Sweden,Europe,#Host,#Human,
145182,"Rhodococcus hoagii","CCUG 27822, ATCC 33703","Pig lymph node",,,"#Host Body-Site",#Organ,"#Lymph node"
145182,,,,,,#Host,#Mammals,"#Suidae (Pig,Swine)"
145183,"Rhodococcus hoagii","CCUG 27823, ATCC 33707","Human abscess",,,#Infection,#Patient,
145183,,,,,,"#Host Body-Site",#Other,#Abscess
145183,,,,,,#Host,#Human,
145443,"Rhodococcus hoagii","CCUG 28565","Human lachrymal duct,80-yr-old man",Sweden,Europe,#Infection,#Patient,
145443,,,,,,#Host,#Human,#Male
145469,"Rhodococcus hoagii","CCUG 28631","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
145469,,,,,,#Host,#Human,
146163,"Rhodococcus hoagii","CCUG 30487","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
146163,,,,,,#Host,#Human,
146579,"Rhodococcus hoagii","CCUG 31490",,Norway,Europe,,,
147113,"Rhodococcus hoagii","CCUG 32889","Human blood",Sweden,Europe,"#Host Body Product",#Fluids,#Blood
147113,,,,,,#Host,#Human,
147172,"Rhodococcus hoagii","CCUG 32992","Human liver abscess,autopsy",Sweden,Europe,#Infection,#Patient,#Biopsy
147172,,,,,,"#Host Body-Site",#Organ,#Liver
147172,,,,,,"#Host Body-Site",#Other,#Abscess
